woorden,lettergrepen,aantal lettergrepen
tastorganen,"['tast', 'or', 'ga', 'nen']",4
Aramees,"['Ara', 'mees']",2
stresserend,"['stres', 'se', 'rend']",3
ontspon,"['ont', 'spon']",2
barg,['barg'],1
behartigenswaardigs,"['be', 'har', 'ti', 'gens', 'waar', 'digs']",6
pyjama's,"['py', 'ja', ""ma's""]",3
staafbacterie,"['staaf', 'bac', 'te', 'rie']",4
hoofdberoepen,"['hoofd', 'be', 'roe', 'pen']",4
fysioplastisch,"['fy', 'sio', 'plas', 'tisch']",4
vulkaanmeer,"['vul', 'kaan', 'meer']",3
instrumentalis,"['in', 'stru', 'men', 'ta', 'lis']",5
libel,"['li', 'bel']",2
Sachertorte,"['Sa', 'cher', 'tor', 'te']",4
berigs,"['be', 'rigs']",2
onderhandelaar,"['on', 'der', 'han', 'de', 'laar']",5
heks,['heks'],1
antennehoogte,"['an', 'ten', 'ne', 'hoog', 'te']",5
sodomiet,"['so', 'do', 'miet']",3
bietsen,"['biet', 'sen']",2
doorzeurde,"['door', 'zeur', 'de']",3
ceremonie,"['ce', 're', 'mo', 'nie']",4
kondschappen,"['kond', 'schap', 'pen']",3
vergif,"['ver', 'gif']",2
lesmodule,"['les', 'mo', 'du', 'le']",4
profijtigs,"['pro', 'fij', 'tigs']",3
properdere,"['pro', 'per', 'de', 're']",4
inkapselend,"['in', 'kap', 'se', 'lend']",4
tempelier,"['tem', 'pe', 'lier']",3
leertijd,"['leer', 'tijd']",2
impotents,"['im', 'po', 'tents']",3
mesaanvallen,"['mes', 'aan', 'val', 'len']",4
cis,['cis'],1
vastplakkend,"['vast', 'plak', 'kend']",3
auto-immuunziekte,"['au', 'to-im', 'muun', 'ziek', 'te']",5
dispensarium,"['dis', 'pen', 'sa', 'ri', 'um']",5
coronadode,"['co', 'ro', 'na', 'do', 'de']",5
eiseressen,"['ei', 'se', 'res', 'sen']",4
charisma,"['cha', 'ris', 'ma']",3
zakkam,"['zak', 'kam']",2
ablativus,"['ab', 'la', 'ti', 'vus']",4
regelnicht,"['re', 'gel', 'nicht']",3
knippers,"['knip', 'pers']",2
suffisantie,"['suf', 'fi', 'san', 'tie']",4
meesleurend,"['mee', 'sleu', 'rend']",3
qat,['qat'],1
scholencomplex,"['scho', 'len', 'com', 'plex']",4
verpersoonlijkte,"['ver', 'per', 'soon', 'lijk', 'te']",5
fysicochemischers,"['fy', 'si', 'co', 'che', 'mi', 'schers']",6
gereedschapjes,"['ge', 'reed', 'schap', 'jes']",4
bouwkundigen,"['bouw', 'kun', 'di', 'gen']",4
kwaadaardig,"['kwaad', 'aar', 'dig']",3
tripelspiegel,"['tri', 'pel', 'spie', 'gel']",4
eindelijk,"['ein', 'de', 'lijk']",3
notenkrakertjes,"['no', 'ten', 'kra', 'ker', 'tjes']",5
onderverdelen,"['on', 'der', 'ver', 'de', 'len']",5
gedachteflitsen,"['ge', 'dach', 'te', 'flit', 'sen']",5
Europese bever,"['Eu', 'ro', 'pe', 'se', 'be', 'ver']",6
kleinkind,"['klein', 'kind']",2
prozaromannetjes,"['pro', 'za', 'ro', 'man', 'ne', 'tjes']",6
genuanceerders,"['ge', 'nu', 'an', 'ceer', 'ders']",5
theorema van Noether,"['the', 'o', 're', 'ma', 'van', 'Noe', 'ther']",7
baseliner,"['base', 'li', 'ner']",3
binnengevallen,"['bin', 'nen', 'ge', 'val', 'len']",5
laden,"['la', 'den']",2
steriel,"['ste', 'riel']",2
platstrijkend,"['plat', 'strij', 'kend']",3
teil,['teil'],1
veiligheidsspeld,"['vei', 'lig', 'heids', 'speld']",4
Papiamento,"['Pa', 'pi', 'a', 'men', 'to']",5
landbouwzout,"['land', 'bouw', 'zout']",3
accountmanagertjes,"['ac', 'count', 'ma', 'na', 'ger', 'tjes']",6
globetjes,"['glo', 'be', 'tjes']",3
verlood,"['ver', 'lood']",2
gekaard,"['ge', 'kaard']",2
contactcentra,"['con', 'tact', 'cen', 'tra']",4
opkammend,"['op', 'kam', 'mend']",3
afbarstten,"['af', 'barst', 'ten']",3
tweedelingen,"['twee', 'de', 'lin', 'gen']",4
achterkant,"['ach', 'ter', 'kant']",3
kankernicht,"['kan', 'ker', 'nicht']",3
schiereiland,"['schier', 'ei', 'land']",3
stierft,['stierft'],1
chronoloogje,"['chro', 'no', 'loog', 'je']",4
jonkheid,"['jonk', 'heid']",2
onderhout,"['on', 'der', 'hout']",3
kerstboom,"['kerst', 'boom']",2
vluchthaven,"['vlucht', 'ha', 'ven']",3
broodnodig,"['brood', 'no', 'dig']",3
pick-up,['pick-up'],1
statisch,"['sta', 'tisch']",2
tastte door,"['tast', 'te', 'door']",3
zadelriem,"['za', 'del', 'riem']",3
honinggeels,"['ho', 'ning', 'geels']",3
war,['war'],1
trottinettes,"['trot', 'ti', 'net', 'tes']",4
subsidiair,"['sub', 'si', 'di', 'air']",4
stremming,"['strem', 'ming']",2
kluizenaar,"['klui', 'ze', 'naar']",3
huwelijksjubileums,"['hu', 'we', 'lijks', 'ju', 'bi', 'le', 'ums']",7
aanbenend,"['aan', 'be', 'nend']",3
ligging,"['lig', 'ging']",2
aangebrand,"['aan', 'ge', 'brand']",3
rit,['rit'],1
massa,"['mas', 'sa']",2
huurling,"['huur', 'ling']",2
werklesjes,"['werk', 'les', 'jes']",3
slager,"['sla', 'ger']",2
grendelen,"['gren', 'de', 'len']",3
welwijze,"['wel', 'wij', 'ze']",3
ving in,"['ving', 'in']",2
prijkend,"['prij', 'kend']",2
maken mee,"['ma', 'ken', 'mee']",3
accutreinen,"['ac', 'cu', 'trei', 'nen']",4
tevreden,"['te', 'vre', 'den']",3
landslak,"['land', 'slak']",2
maaien gras,"['maai', 'en', 'gras']",3
birambibomen,"['bi', 'ram', 'bi', 'bo', 'men']",5
aquarist,"['aqua', 'rist']",2
zenboeddhist,"['zen', 'boed', 'dhist']",3
dulden,"['dul', 'den']",2
monitoren,"['mo', 'ni', 'to', 'ren']",4
breedgeschouderd,"['breed', 'ge', 'schou', 'derd']",4
sleutelwoorden,"['sleu', 'tel', 'woor', 'den']",4
arrêterend,"['ar', 'rê', 'te', 'rend']",4
heerban,"['heer', 'ban']",2
hugs,['hugs'],1
Bordeauxstreken,"['Bor', 'deaux', 'stre', 'ken']",4
slikker,"['slik', 'ker']",2
schelkoordje,"['schel', 'koord', 'je']",3
waarschuwing,"['waar', 'schu', 'wing']",3
kaatsen,"['kaat', 'sen']",2
compartiment,"['com', 'par', 'ti', 'ment']",4
Noors,['Noors'],1
2D-printertjes,"['2D-prin', 'ter', 'tjes']",3
afspiegelingscollege,"['af', 'spie', 'ge', 'lings', 'col', 'le', 'ge']",7
kolenslakjes,"['ko', 'len', 'slak', 'jes']",4
onverbreed,"['on', 'ver', 'breed']",3
bed-bad-en-broodregeling,"['bed-bad-en-brood', 're', 'ge', 'ling']",4
Armeense,"['Ar', 'meen', 'se']",3
klemtoon,"['klem', 'toon']",2
peis,['peis'],1
voordat,"['voor', 'dat']",2
Japanner,"['Ja', 'pan', 'ner']",3
aanbiedinkjes,"['aan', 'bie', 'din', 'kjes']",4
lampfitting,"['lamp', 'fit', 'ting']",3
serie,"['se', 'rie']",2
Schaarbeek,"['Schaar', 'beek']",2
downloaden,"['down', 'loa', 'den']",3
prooitjes,"['prooi', 'tjes']",2
vrijkont,"['vrij', 'kont']",2
plette af,"['plet', 'te', 'af']",3
Spaanse peper,"['Spaan', 'se', 'pe', 'per']",4
scherend,"['sche', 'rend']",2
familienaam,"['fa', 'mi', 'lie', 'naam']",4
onttronen,"['ont', 'tro', 'nen']",3
streling,"['stre', 'ling']",2
onderwaarderende,"['on', 'der', 'waar', 'de', 'ren', 'de']",6
dorpsgemeenschappen,"['dorps', 'ge', 'meen', 'schap', 'pen']",5
onzelfstandige,"['on', 'zelf', 'stan', 'di', 'ge']",5
abcesjes,"['ab', 'ces', 'jes']",3
sifaka's,"['si', 'fa', ""ka's""]",3
naspeurbaarst,"['na', 'speur', 'baarst']",3
maalde fijn,"['maal', 'de', 'fijn']",3
acclimatisatie,"['ac', 'cli', 'ma', 'ti', 'sa', 'tie']",6
stamboom,"['stam', 'boom']",2
knuddig,"['knud', 'dig']",2
stage,"['sta', 'ge']",2
split,['split'],1
betalend,"['be', 'ta', 'lend']",3
kannibalisatie,"['kan', 'ni', 'ba', 'li', 'sa', 'tie']",6
sandaal,"['san', 'daal']",2
hernoemden,"['her', 'noem', 'den']",3
paspoort,"['pas', 'poort']",2
gereedschap,"['ge', 'reed', 'schap']",3
afhieuw,"['af', 'hieuw']",2
galeislaaf,"['ga', 'lei', 'slaaf']",3
zedenschildering,"['ze', 'den', 'schil', 'de', 'ring']",5
esperantologe,"['es', 'pe', 'ran', 'to', 'lo', 'ge']",6
micrometer,"['mi', 'cro', 'me', 'ter']",4
huisbaas,"['huis', 'baas']",2
boomdiagrammen,"['boom', 'di', 'a', 'gram', 'men']",5
eenzelfde,"['een', 'zelf', 'de']",3
zaligheid,"['za', 'lig', 'heid']",3
wondt op,"['wondt', 'op']",2
kledingwinkeltjes,"['kle', 'ding', 'win', 'kel', 'tjes']",5
vin,['vin'],1
statuswet,"['sta', 'tus', 'wet']",3
papenvreter,"['pa', 'pen', 'vre', 'ter']",4
vertegenwoordigden,"['ver', 'te', 'gen', 'woor', 'dig', 'den']",6
controle,"['con', 'tro', 'le']",3
verkas,"['ver', 'kas']",2
vrezen,"['vre', 'zen']",2
nachtkluis,"['nacht', 'kluis']",2
patat,"['pa', 'tat']",2
gestadigste,"['ge', 'sta', 'dig', 'ste']",4
partijstrijd,"['par', 'tij', 'strijd']",3
rozijnenazijn,"['ro', 'zij', 'nen', 'azijn']",4
karst,['karst'],1
lycopodium,"['ly', 'co', 'po', 'di', 'um']",5
prestatiedruk,"['pres', 'ta', 'tie', 'druk']",4
voorstelt,"['voor', 'stelt']",2
uitvlucht,"['uit', 'vlucht']",2
zorgeloos,"['zor', 'ge', 'loos']",3
consenteren,"['con', 'sen', 'te', 'ren']",4
quaker,"['qua', 'ker']",2
wandaad,"['wan', 'daad']",2
befkraag,"['bef', 'kraag']",2
piepkleine,"['piep', 'klei', 'ne']",3
goochelen,"['goo', 'che', 'len']",3
opwarmer,"['op', 'war', 'mer']",3
lentenachten,"['len', 'te', 'nach', 'ten']",4
beeldmerk,"['beeld', 'merk']",2
vermijdbaarders,"['ver', 'mijd', 'baar', 'ders']",4
spoorlui,"['spoor', 'lui']",2
samenvoegen,"['sa', 'men', 'voe', 'gen']",4
ziektewetmaatregel,"['ziek', 'te', 'wet', 'maat', 're', 'gel']",6
bonkertje,"['bon', 'ker', 'tje']",3
kogelvis,"['ko', 'gel', 'vis']",3
ongedeerd,"['on', 'ge', 'deerd']",3
maakt buit,"['maakt', 'buit']",2
jaarklassensystemen,"['jaar', 'klas', 'sen', 'sys', 'te', 'men']",6
verbruiksartikelen,"['ver', 'bruiks', 'ar', 'ti', 'ke', 'len']",6
uitdrager,"['uit', 'dra', 'ger']",3
Kituba,"['Ki', 'tu', 'ba']",3
oblie,['oblie'],1
aalput,"['aal', 'put']",2
hasjvangst,"['hasj', 'vangst']",2
rotsjes,"['rots', 'jes']",2
voorstelde,"['voor', 'stel', 'de']",3
scheldwoordenboek,"['scheld', 'woor', 'den', 'boek']",4
trein,['trein'],1
centi-,"['cen', 'ti-']",2
klokkentoren,"['klok', 'ken', 'to', 'ren']",4
gefouilleerd,"['ge', 'fouil', 'leerd']",3
keiachtigste,"['kei', 'ach', 'tig', 'ste']",4
beenhakker,"['been', 'hak', 'ker']",3
zwermend,"['zwer', 'mend']",2
darmcatarre,"['darm', 'ca', 'tar', 're']",4
curiositeit,"['cu', 'ri', 'o', 'si', 'teit']",5
playback,"['play', 'back']",2
webcamvosjes,"['web', 'cam', 'vos', 'jes']",4
kotteren,"['kot', 'te', 'ren']",3
portier,"['por', 'tier']",2
voorkoop,"['voor', 'koop']",2
discussiepartners,"['dis', 'cus', 'sie', 'part', 'ners']",5
hub,['hub'],1
knietjevrijen,"['knie', 'tje', 'vrij', 'en']",4
uiensauzen,"['ui', 'en', 'sau', 'zen']",4
zopen,"['zo', 'pen']",2
difteritis,"['dif', 'te', 'ri', 'tis']",4
pasteibakkerij,"['pas', 'tei', 'bak', 'ke', 'rij']",5
focussen,"['fo', 'cus', 'sen']",3
zwavelarm,"['zwa', 'vel', 'arm']",3
terechtwijzingen,"['te', 'recht', 'wij', 'zin', 'gen']",5
autopsie,"['au', 'top', 'sie']",3
aandachtsgebied,"['aan', 'dachts', 'ge', 'bied']",4
roggebroden,"['rog', 'ge', 'bro', 'den']",4
bedrijfswiskunde,"['be', 'drijfs', 'wis', 'kun', 'de']",5
fietsstraatje,"['fiets', 'straat', 'je']",3
woest,['woest'],1
steensoep,"['steen', 'soep']",2
God een vlassen baard maken,"['God', 'een', 'vlas', 'sen', 'baard', 'ma', 'ken']",7
exploitatiekolonies,"['ex', 'ploi', 'ta', 'tie', 'ko', 'lo', 'nies']",7
braak,['braak'],1
brandpiket,"['brand', 'pi', 'ket']",3
pechstrook,"['pech', 'strook']",2
holbewoner,"['hol', 'be', 'wo', 'ner']",4
buurtcafé,"['buurt', 'ca', 'fé']",3
kwelduivels,"['kwel', 'dui', 'vels']",3
kwarten,"['kwar', 'ten']",2
straatartiest,"['straat', 'ar', 'tiest']",3
regentschap,"['re', 'gent', 'schap']",3
Arabië,"['Ara', 'bië']",2
zwendelend,"['zwen', 'de', 'lend']",3
braadspitten,"['braad', 'spit', 'ten']",3
Kaninefaat,"['Ka', 'ni', 'ne', 'faat']",4
ranselend,"['ran', 'se', 'lend']",3
anachronistisch,"['ana', 'chro', 'nis', 'tisch']",4
graden,"['gra', 'den']",2
melkkoorts,"['melk', 'koorts']",2
zeeman,"['zee', 'man']",2
slurpen,"['slur', 'pen']",2
werelduurrecords,"['we', 'reld', 'uur', 're', 'cords']",5
stroomdraad,"['stroom', 'draad']",2
capabel,"['ca', 'pa', 'bel']",3
gelispeld,"['ge', 'lis', 'peld']",3
bloedeerlijk,"['bloed', 'eer', 'lijk']",3
onderverdele,"['on', 'der', 'ver', 'de', 'le']",5
formaliteit,"['for', 'ma', 'li', 'teit']",4
jet,['jet'],1
rantsoen,"['rant', 'soen']",2
harmonium,"['har', 'mo', 'ni', 'um']",4
uitleidden,"['uit', 'leid', 'den']",3
titanium,"['ti', 'ta', 'ni', 'um']",4
handgrepen,"['hand', 'gre', 'pen']",3
contramerk,"['con', 'tra', 'merk']",3
scholier,"['scho', 'lier']",2
inklinken,"['in', 'klin', 'ken']",3
demarqueren,"['de', 'mar', 'que', 'ren']",4
Maryland,"['Ma', 'ry', 'land']",3
paniekvirusje,"['pa', 'niek', 'vi', 'rus', 'je']",5
zeilval,"['zeil', 'val']",2
beukenbos,"['beu', 'ken', 'bos']",3
growshop,"['grow', 'shop']",2
kookles,"['kook', 'les']",2
Oudhoogduits,"['Oud', 'hoog', 'duits']",3
gezondheidsclaims,"['ge', 'zond', 'heids', 'claims']",4
sleepruim,"['slee', 'pruim']",2
lidwoord,"['lid', 'woord']",2
quadriljoenste,"['qua', 'dril', 'joen', 'ste']",4
rondkijken,"['rond', 'kij', 'ken']",3
middelmatigheden,"['mid', 'del', 'ma', 'tig', 'he', 'den']",6
achteruitkijkspiegel,"['ach', 'ter', 'uit', 'kijk', 'spie', 'gel']",6
jonk,['jonk'],1
ingevangen,"['in', 'ge', 'van', 'gen']",4
Abraham,"['Abra', 'ham']",2
flora,"['flo', 'ra']",2
subscript,"['sub', 'script']",2
sinaasappelen,"['si', 'naas', 'ap', 'pe', 'len']",5
tenorblokfluit,"['te', 'nor', 'blok', 'fluit']",4
nieuwigheden,"['nieu', 'wig', 'he', 'den']",4
invloedrijk,"['in', 'vloed', 'rijk']",3
s.t.,['s.t.'],1
weinigen,"['wei', 'ni', 'gen']",3
Montenegro,"['Mon', 'te', 'ne', 'gro']",4
parkeerwachter,"['par', 'keer', 'wach', 'ter']",4
tegenlichtopnamen,"['te', 'gen', 'licht', 'op', 'na', 'men']",6
kriebelige,"['krie', 'be', 'li', 'ge']",4
zelfhaat,"['zelf', 'haat']",2
aartsarchitectje,"['aarts', 'ar', 'chi', 'tect', 'je']",5
lekenzusters,"['le', 'ken', 'zus', 'ters']",4
gif,['gif'],1
Lezgi,"['Lez', 'gi']",2
bimbofeminisme,"['bim', 'bo', 'fe', 'mi', 'nis', 'me']",6
capitulatie,"['ca', 'pi', 'tu', 'la', 'tie']",5
vastgeroeste,"['vast', 'ge', 'roes', 'te']",4
beweegreden,"['be', 'weeg', 're', 'den']",4
vlakverdeling,"['vlak', 'ver', 'de', 'ling']",4
teisteren,"['teis', 'te', 'ren']",3
magnetronoven,"['mag', 'ne', 'tron', 'oven']",4
hydro-elektrische,"['hy', 'dro-elek', 'tri', 'sche']",4
skills,['skills'],1
malariaparasiet,"['ma', 'la', 'ria', 'pa', 'ra', 'siet']",6
honderdvijfentachtigjarige,"['hon', 'derd', 'vijf', 'en', 'tach', 'tig', 'ja', 'ri', 'ge']",9
sensitivitytrainingen,"['sen', 'si', 'ti', 'vi', 'ty', 'trai', 'nin', 'gen']",8
stroomloze,"['stroom', 'lo', 'ze']",3
chocola,"['cho', 'co', 'la']",3
dentuur,"['den', 'tuur']",2
kachelsmid,"['ka', 'chel', 'smid']",3
porstertje,"['por', 'ster', 'tje']",3
wafelkraam,"['wa', 'fel', 'kraam']",3
overwinningen,"['over', 'win', 'nin', 'gen']",4
voorbinden,"['voor', 'bin', 'den']",3
hidalgo's,"['hi', 'dal', ""go's""]",3
portiersloges,"['por', 'tiers', 'lo', 'ges']",4
zenuwtablet,"['ze', 'nuw', 'ta', 'blet']",4
gsm-toestel,"['gsm-toe', 'stel']",2
Aïs-majeurtoonsoortjes,"['Aïs-ma', 'jeur', 'toon', 'soort', 'jes']",5
kwijt,['kwijt'],1
bugel,"['bu', 'gel']",2
antemeticum,"['an', 'te', 'me', 'ti', 'cum']",5
langeafstandsfietser,"['lan', 'ge', 'af', 'stands', 'fiet', 'ser']",6
stelpen,"['stel', 'pen']",2
bombazijn,"['bom', 'ba', 'zijn']",3
polyinterpretabel,"['po', 'ly', 'in', 'ter', 'pre', 'ta', 'bel']",7
alt,['alt'],1
aanbellend,"['aan', 'bel', 'lend']",3
resident,"['re', 'si', 'dent']",3
deflecteren,"['de', 'flec', 'te', 'ren']",4
zelfstandigheden,"['zelf', 'stan', 'dig', 'he', 'den']",5
prijsjes,"['prijs', 'jes']",2
opschudding,"['op', 'schud', 'ding']",3
fractaal,"['frac', 'taal']",2
zachtste,"['zacht', 'ste']",2
Weichselien,"['Weich', 'se', 'lien']",3
roepen,"['roe', 'pen']",2
gebaseerd,"['ge', 'ba', 'seerd']",3
drietand,"['drie', 'tand']",2
vormgeving,"['vorm', 'ge', 'ving']",3
klantvriendelijkheid,"['klant', 'vrien', 'de', 'lijk', 'heid']",5
levensjaren,"['le', 'vens', 'ja', 'ren']",4
Mali,"['Ma', 'li']",2
deden goed,"['de', 'den', 'goed']",3
miljoen-dollar-ideetjes,"['mil', 'joen-dol', 'lar-idee', 'tjes']",4
wildpasteien,"['wild', 'pas', 'tei', 'en']",4
Maquiritari,"['Ma', 'qui', 'ri', 'ta', 'ri']",5
Kelt,['Kelt'],1
ontbijtzaaltjes,"['ont', 'bijt', 'zaal', 'tjes']",4
aartsengeltje,"['aarts', 'en', 'gel', 'tje']",4
cultuurverschijnsel,"['cul', 'tuur', 'ver', 'schijn', 'sel']",5
closetbrillen,"['clo', 'set', 'bril', 'len']",4
geslachtsziekte,"['ge', 'slachts', 'ziek', 'te']",4
lispelde,"['lis', 'pel', 'de']",3
bezwijken,"['be', 'zwij', 'ken']",3
gestrengere,"['ge', 'stren', 'ge', 're']",4
nobel,"['no', 'bel']",2
bladkussentjes,"['blad', 'kus', 'sen', 'tjes']",4
attowatts,"['at', 'to', 'watts']",3
gevangenzet,"['ge', 'van', 'gen', 'zet']",4
vanwege,"['van', 'we', 'ge']",3
afbiesde,"['af', 'bies', 'de']",3
ibuprofenpilletjes,"['ibu', 'pro', 'fen', 'pil', 'le', 'tjes']",6
stukadoorden,"['stu', 'ka', 'door', 'den']",4
stempelen,"['stem', 'pe', 'len']",3
tiranniekste,"['ti', 'ran', 'niek', 'ste']",4
Mesopotamië,"['Me', 'so', 'po', 'ta', 'mië']",5
smakkerd,"['smak', 'kerd']",2
bijholte,"['bij', 'hol', 'te']",3
schroodbeitel,"['schrood', 'bei', 'tel']",3
zottebolt,"['zot', 'te', 'bolt']",3
datingshows,"['da', 'ting', 'shows']",3
in- en inboos,"['in-', 'en', 'in', 'boos']",4
glad,['glad'],1
agioteerde,"['agio', 'teer', 'de']",3
immobiels,"['im', 'mo', 'biels']",3
slachtofferend,"['slacht', 'of', 'fe', 'rend']",4
openschurend,"['open', 'schu', 'rend']",3
genealogietoerisme,"['ge', 'nea', 'lo', 'gie', 'toe', 'ris', 'me']",7
aanpassingsprocesjes,"['aan', 'pas', 'sings', 'pro', 'ces', 'jes']",6
douche,"['dou', 'che']",2
welstellendst,"['wel', 'stel', 'lendst']",3
gedragsgenetica,"['ge', 'drags', 'ge', 'ne', 'ti', 'ca']",6
codeerde,"['co', 'deer', 'de']",3
bietebauw,"['bie', 'te', 'bauw']",3
contactnames,"['con', 'tact', 'na', 'mes']",4
kerststollen,"['kerst', 'stol', 'len']",3
antizwartepietactivisten,"['an', 'ti', 'zwar', 'te', 'piet', 'ac', 'ti', 'vis', 'ten']",9
kleedkamers,"['kleed', 'ka', 'mers']",3
herbicide,"['her', 'bi', 'ci', 'de']",4
mo,['mo'],1
herteld,"['her', 'teld']",2
acroniem,"['acro', 'niem']",2
aasgierfondsen,"['aas', 'gier', 'fond', 'sen']",4
ijswinter,"['ijs', 'win', 'ter']",3
vampier,"['vam', 'pier']",2
vrijbank,"['vrij', 'bank']",2
filmografie,"['fil', 'mo', 'gra', 'fie']",4
voyeurisme,"['voy', 'eu', 'ris', 'me']",4
rijsmiddel,"['rijs', 'mid', 'del']",3
heavy metalfan,"['hea', 'vy', 'me', 'tal', 'fan']",5
valsheid in geschrifte,"['vals', 'heid', 'in', 'ge', 'schrif', 'te']",6
coördinatiecentra,"['co', 'ör', 'di', 'na', 'tie', 'cen', 'tra']",7
keepen,"['kee', 'pen']",2
klasgenoot,"['klas', 'ge', 'noot']",3
zware,"['zwa', 're']",2
geschonken,"['ge', 'schon', 'ken']",3
vliegreisje,"['vlieg', 'reis', 'je']",3
bronchoscoop,"['bron', 'cho', 'scoop']",3
btw,['btw'],1
baarstoel,"['baar', 'stoel']",2
QL-lampje,"['QL-lamp', 'je']",2
norst,['norst'],1
aktentas,"['ak', 'ten', 'tas']",3
Sri Lanka,"['Sri', 'Lan', 'ka']",3
tillift,"['til', 'lift']",2
strandviolieren,"['strand', 'vi', 'o', 'lie', 'ren']",5
werkloosheid,"['werk', 'loos', 'heid']",3
controlemaniak,"['con', 'tro', 'le', 'ma', 'ni', 'ak']",6
overgangsmetaal,"['over', 'gangs', 'me', 'taal']",4
pommaderen,"['pom', 'ma', 'de', 'ren']",4
kikvorsje,"['kik', 'vors', 'je']",3
dereguleringen,"['de', 're', 'gu', 'le', 'rin', 'gen']",6
videogesprekken,"['vi', 'deo', 'ge', 'sprek', 'ken']",5
stoppen,"['stop', 'pen']",2
psychonomen,"['psy', 'cho', 'no', 'men']",4
vrijduiken,"['vrij', 'dui', 'ken']",3
fritvlieg,"['frit', 'vlieg']",2
kamelenneukers,"['ka', 'me', 'len', 'neu', 'kers']",5
ongesofisticeerders,"['on', 'ge', 'so', 'fis', 'ti', 'ceer', 'ders']",7
bijbenen,"['bij', 'be', 'nen']",3
tabakswaren,"['ta', 'baks', 'wa', 'ren']",4
stenograaf,"['ste', 'no', 'graaf']",3
aspirante,"['as', 'pi', 'ran', 'te']",4
clitorishoed,"['cli', 'to', 'ris', 'hoed']",4
ontspanner,"['ont', 'span', 'ner']",3
zeilpunt,"['zeil', 'punt']",2
olijfboompje,"['olijf', 'boom', 'pje']",3
Krakau,"['Kra', 'kau']",2
trans-Europesere,"['trans-Eu', 'ro', 'pe', 'se', 're']",5
gevoeligheid,"['ge', 'voe', 'lig', 'heid']",4
zekeren,"['ze', 'ke', 'ren']",3
hiermee,"['hier', 'mee']",2
imme,"['im', 'me']",2
verorbert,"['ver', 'or', 'bert']",3
aanborend,"['aan', 'bo', 'rend']",3
poppenstront,"['pop', 'pen', 'stront']",3
gijn,['gijn'],1
zeepok,"['zee', 'pok']",2
mtDNA,"['mt', 'DNA']",2
hammondorgels,"['ham', 'mond', 'or', 'gels']",4
spaaknippel,"['spaak', 'nip', 'pel']",3
Enga,"['En', 'ga']",2
bajes,"['ba', 'jes']",2
met twee maten meten,"['met', 'twee', 'ma', 'ten', 'me', 'ten']",6
Fin,['Fin'],1
kassierster,"['kas', 'sier', 'ster']",3
hou,['hou'],1
oesterkweker,"['oes', 'ter', 'kwe', 'ker']",4
beargumenteerd,"['be', 'ar', 'gu', 'men', 'teerd']",5
sliste,"['slis', 'te']",2
bestuursrechtelijkers,"['be', 'stuurs', 'rech', 'te', 'lij', 'kers']",6
koffiebus,"['kof', 'fie', 'bus']",3
chemiseerde,"['che', 'mi', 'seer', 'de']",4
bladerige,"['bla', 'de', 'ri', 'ge']",4
vlak,['vlak'],1
Jezus Christus,"['Je', 'zus', 'Chris', 'tus']",4
tulp,['tulp'],1
klisteerspuit,"['klis', 'teer', 'spuit']",3
toverhoedjes,"['to', 'ver', 'hoed', 'jes']",4
zoetwatermeer,"['zoet', 'wa', 'ter', 'meer']",4
zuiglammetjes,"['zuig', 'lam', 'me', 'tjes']",4
permeabel,"['per', 'me', 'a', 'bel']",4
innovatiefondsen,"['in', 'no', 'va', 'tie', 'fond', 'sen']",6
oosterkim,"['oos', 'ter', 'kim']",3
aanroeren,"['aan', 'roe', 'ren']",3
verfkrabber,"['verf', 'krab', 'ber']",3
verfranste,"['ver', 'frans', 'te']",3
verblindheden,"['ver', 'blind', 'he', 'den']",4
fte's,"[""fte's""]",1
ongunst,"['on', 'gunst']",2
kokkeren,"['kok', 'ke', 'ren']",3
onberedenste,"['on', 'be', 're', 'den', 'ste']",5
karwei,"['kar', 'wei']",2
dame,"['da', 'me']",2
flesje,"['fles', 'je']",2
bekladders,"['be', 'klad', 'ders']",3
steranijsjes,"['ster', 'anijs', 'jes']",3
snelwandelen,"['snel', 'wan', 'de', 'len']",4
stoot uit,"['stoot', 'uit']",2
azeotroop,"['aze', 'o', 'troop']",3
agendapunten,"['agen', 'da', 'pun', 'ten']",4
halfslachtigere,"['half', 'slach', 'ti', 'ge', 're']",5
pietzakken,"['piet', 'zak', 'ken']",3
sinds,['sinds'],1
assoneren,"['as', 'so', 'ne', 'ren']",4
collectebus,"['col', 'lec', 'te', 'bus']",4
maaien,"['maai', 'en']",2
welden op,"['wel', 'den', 'op']",3
aanbouwseltje,"['aan', 'bouw', 'sel', 'tje']",4
psychotechniek,"['psy', 'cho', 'tech', 'niek']",4
spullen,"['spul', 'len']",2
gyneseksueeltjes,"['gy', 'ne', 'sek', 'su', 'eel', 'tjes']",6
staminee,"['sta', 'mi', 'nee']",3
muf,['muf'],1
Congo-Kinshasa,"['Con', 'go-Kin', 'sha', 'sa']",4
virtuoost,"['vir', 'tu', 'oost']",3
peuterde uit,"['peu', 'ter', 'de', 'uit']",4
gierpont,"['gier', 'pont']",2
tersluik,"['ter', 'sluik']",2
beroepsmilitairen,"['be', 'roeps', 'mi', 'li', 'tai', 'ren']",6
bekopend,"['be', 'ko', 'pend']",3
catch 22,"['catch', '22']",2
woiwode,"['woi', 'wo', 'de']",3
wonderboom,"['won', 'der', 'boom']",3
nazi,"['na', 'zi']",2
